Data;Załadunek;Importer;Towar;Waga;Cena;Transport;Plac;Wartość;Faktura;Firma;Kierunek;Kod odpadu;Reklamacja;LS;Skąd;;
2025-05-13;;Recyclog;01.04;24,9;180;;180;4 482,00;11.05.2025;Ewrant;Eisen;150101;;1128783;EWRANT;;
2025-05-14;;Recyclog;01.04;21,73;180;;180;3 911,40;11.05.2025;Ewrant;Eisen;150101;23,62;1128784;EWRANT;;
2025-05-15;;Recyclog;01.04;19,166;180;;180;3 449,88;11.05.2025;Ewrant;Eisen;150101;21,78;1128798;EWRANT;;
2025-05-15;2025-05-14;Recyclog;01.04;25,5;190;;190;4 845,00;FS 5/05/2025;Antra;Schwedt;150101;;600245291;BISS;;
2025-05-19;;TM Recycling;folia 98/02;10,182;1 487,00;0;1 487,00;15 140,63;34/05/2025;Ewrant;Hohenwestedt;150102;;188987;EWRANT;;
2025-05-19;;TM Recycling;folia 95/5;0,522;279;;279;145,64;34/05/2025;Ewrant;Hohenwestedt;150102;;188987;EWRANT;;
2025-05-19;;TM Recycling;folia 80/20;0,984;154;;154;151,54;34/05/2025;Ewrant;Hohenwestedt;150102;;188987;EWRANT;;
2025-05-19;;TM Recycling;folia 50/50;1,968;94;;94;184,99;34/05/2025;Ewrant;Hohenwestedt;150102;;188987;EWRANT;;
2025-05-19;;TM Recycling;big bag;1,506;80;0;80;120,48;34/05/2025;Ewrant;Hohenwestedt;150102;;188987;EWRANT;;
2025-05-19;;TM Recycling;big bag;0,502;4,2;0;4,2;2,11;34/05/2025;Ewrant;Hohenwestedt;150102;;188987;EWRANT;;
2025-05-19;;TM Recycling;paski MIX;0,616;79;;79;48,66;34/05/2025;Ewrant;Hohenwestedt;150102;;188987;EWRANT;;
2025-05-19;;TM Recycling;folia workowiec;0,12;79;;79;9,48;34/05/2025;Ewrant;Hohenwestedt;150102;;188987;EWRANT;;
2025-05-19;;TM Recycling;folia LDPE;0,12;409;;409;49,08;34/05/2025;Ewrant;Hohenwestedt;150102;;188987;EWRANT;;
2025-05-19;;Recyclog;01.04;17,3;180;;180;3 114,00;33/05/2025;Ewrant;Eisen;150101;;1128814;EWRANT;;
2025-05-19;;Recyclog;03.05;18,923;1 386,00;0;1 386,00;26 227,28;07.05.2025;Antra;Glückstadt;191201;;2-180228;EWRANT;;
2025-05-19;;Recyclog;01.04;24,206;180;;180;4 357,08;33/05/2025;Ewrant;Eisen;150101;24,7;1128800;EWRANT;;
2025-05-20;;EKO24(EkoTrade);01.04;23,02;;;;0;49/05/2025 i 38/05/2025(Eko24);Ewrant;Dębno;150101;;BFC;EWRANT;;
2025-05-20;;Recyclog;01.04;22,282;180;;180;4 010,76;33/05/2025;Ewrant;Eisen;150101;25,32;1128793;EWRANT;;
2025-05-21;;Recyclog;01.04;23,2;180;;180;4 176,00;33/05/2025;Ewrant;Eisen;150101;;1128794;EWRANT;;
2025-05-21;;Recyclog;01.04;;;;;0;;Ewrant;Eisen;150101;;1128781;EWRANT;;
2025-05-21;;Melosch Recycling;03.05;18,63;1 403,00;0;1 403,00;26 137,89;12.05.2025;Antra;Glückstadt;30308;;BV25030602;EWRANT;;
2025-05-22;;Melosch Recycling;3.18;23,34;450;;450;10 503,00;08.05.2025;Antra;Spremberg;30308;;BV25030304;Antra (niszczarnia);;
2025-05-22;;Recon-T (R12);1.11;19,02;832;1 200,00;768,91;15 824,64;09.05.2025;Antra;Schwedt;150101;;A25-18421;EWRANT (R12);;
2025-05-22;;EKO24(EkoTrade);01.04;24,14;;;;0;49/05/2025 i 38/05/2025(Eko24);Ewrant;Dębno;150101;;BFC;EWRANT;;
2025-05-22;;Recyclog;01.04;20,144;180;;180;3 625,92;33/05/2025;Ewrant;Eisen;150101;21,66;1128799;EWRANT;;
2025-05-22;;Recyclog;01.04;22,677;180;;180;4 081,86;33/05/2025;Ewrant;Eisen;150101;25,48;1128802;EWRANT;;
2025-05-23;;EKO24(EkoTrade);01.04;20,492;;;;0;49/05/2025 i 38/05/2025(Eko24);Ewrant;Dębno;150101;21,94;BFC;EWRANT;;
2025-05-26;;Recyclog;01.04;27,22;190;;190;5 171,80;51/05/2025;Ewrant;Sandersdorf;150101;;1134138;EWRANT;;
2025-06-27;;Recyclog;01.04;25,34;180;;180;4 561,20;51/05/2025;Ewrant;Eisen;150101;;1128797;EWRANT;;
2025-05-26;;Melosch Recycling;02.06;21;777;0;777;16 317,00;12.05.2025;Antra;Lilla Edet;30308;;BV25028219;EWRANT;;
2025-05-27;;Recyclog;01.04;25,24;190;;190;4 795,60;51/05/2025;Ewrant;Sandersdorf;150101;;1134135;EWRANT;;
2025-05-28;;EKO24(EkoTrade);1.11;12,02;700;1 200,00;600,17;8 414,00;55/05/2025 i 56/05/2025;Ewrant;Dębno;150101;;Ewrant;EWRANT;;
2025-05-28;;EKO24(EkoTrade);01.04;23,32;700;;700;16 324,00;55/05/2025 i 56/05/2025;Ewrant;Dębno;150101;;BFC;EWRANT;;
2025-05-30;;Recyclog;01.04;25,8;190;;190;4 902,00;51/05/2025;Ewrant;Sandersdorf;150101;;1134136;EWRANT;;
2025-05-30;;Recyclog;01.04;24,68;190;;190;4 689,20;51/05/2025;Ewrant;Sandersdorf;150101;;1134142;EWRANT;;
2025-06-30;;EKO24(EkoRecykling);01.04;21,28;700;;700;14 896,00;55/05/2025 i 57/05/2025;Ewrant;Dębno;150101;;BFC;;;
2025-05-30;;Recyclog;bibuła;21,18;140;;140;2 965,20;08.06.2025;Ewrant;Lechnice;150101;;2062025;EWRANT;;
2025-06-02;;Recyclog;01.04;20,28;698;2 000,00;599,38;14 155,44;03.06.2025;Ewrant;Sandersdorf;150101;;1136027;EWRANT;;
2025-06-02;;Recyclog;01.04;21,359;635;1 600,00;560,09;13 562,97;03.06.2025;Ewrant;Eisen;150101;22,02;1135966;EWRANT;;
2025-06-03;;Recyclog;01.04;20,064;635;1 600,00;555,26;12 740,64;03.06.2025;Ewrant;Eisen;150101;20,9;1135964;EWRANT;;
2025-06-03;;Recyclog;01.04;24,08;698;2 000,00;614,94;16 807,84;03.06.2025;Ewrant;Sandersdorf;150101;;1136028;EWRANT;;
2025-06-04;;Recyclog;01.04;21,62;698;2 000,00;605,49;15 090,76;03.06.2025;Ewrant;Sandersdorf;150101;;1136029;EWRANT;;
2025-06-04;;EKO24(EkoRecykling);01.04;20,44;600;712;565,17;12 264,00;14/06/2025(EKO)15/06/2025;Ewrant;Dębno;150101;;BFC;EWRANT;;
2025-06-04;;TM Recycling;folia 98/02;3,359;1 493,19;0;1 493,19;5 015,63;16.06.2025;Ewrant;Hohenwestedt;150102;;190577;EWRANT;;
2025-06-04;;TM Recycling;folia 95/5;0,934;1 175,94;0;1 175,94;1 098,33;16.06.2025;Ewrant;Hohenwestedt;150102;;190577;EWRANT;;
2025-06-04;;TM Recycling;folia 50/50;5,839;351,09;0;351,09;2 050,01;16.06.2025;Ewrant;Hohenwestedt;150102;;190577;EWRANT;;
2025-06-04;;TM Recycling;big bag biały;0,375;118,44;0;118,44;44,42;16.06.2025;Ewrant;Hohenwestedt;150102;;190577;EWRANT;;
2025-06-04;;TM Recycling;big bag;0,711;4,23;0;4,23;3,01;16.06.2025;Ewrant;Hohenwestedt;150102;;190577;EWRANT;;
2025-06-04;;TM Recycling;folia HDPE;0,622;985,59;0;985,59;613,04;16.06.2025;Ewrant;Hohenwestedt;150102;;190577;EWRANT;;
2025-06-04;;TM Recycling;folia workowiec;0,131;1 704,69;0;1 704,69;223,31;16.06.2025;Ewrant;Hohenwestedt;150102;;190577;EWRANT;;
2025-06-04;;TM Recycling;paski PP;0,73;477,99;0;477,99;348,93;16.06.2025;Ewrant;Hohenwestedt;150102;;190577;EWRANT;;
2025-06-04;;TM Recycling;HDPE;1,639;985,59;0;985,59;1 615,38;16.06.2025;Ewrant;Hohenwestedt;150102;;190577;EWRANT;;
2025-06-04;;DIMM(BISS);folia bestseller;11,02;1;;1;11,02;;Ewrant;Połczyn;150102;;bdo;EWRANT;;
2025-06-05;;EKO24(EkoRecykling);1.11;19,24;830;1 700,00;741,64;15 969,20;14/06/2025(EKO)15/06/2025;Ewrant;Dębno;150101;;WALKOWIAK;EWRANT;;
2025-06-05;;Recyclog;01.04;23,54;698;2 000,00;613,04;16 430,92;03.06.2025;Ewrant;Sandersdorf;150101;;1136031;EWRANT;;
2025-06-05;;EKO24(EkoRecykling);01.04;23,572;600;712;569,79;14 143,20;14/06/2025(EKO)15/06/2025;Ewrant;Dębno;150101;25,96;BFC;EWRANT;;
2025-06-06;;EKO24(EkoRecykling);1.11;16,8;830;400;806,19;13 944,00;14/06/2025(EKO)15/06/2025;Ewrant;Dębno;150101;;EWRANT;EWRANT;;
2025-06-09;;TM Recycling;LDPE;1,779;4,23;0;4,23;7,53;20.06.2025;Ewrant;Hohenwestedt;150102;;190656;EWRANT;;
2025-06-09;;TM Recycling;folia 98/02;1,65;1 527,03;0;1 527,03;2 519,60;20.06.2025;Ewrant;Hohenwestedt;150102;;190656;EWRANT;;
2025-06-09;;TM Recycling;folia 80/20;0,356;655,65;0;655,65;233,41;20.06.2025;Ewrant;Hohenwestedt;150102;;190656;EWRANT;;
2025-06-09;;TM Recycling;folia 50/50;3,46;401,85;0;401,85;1 390,40;20.06.2025;Ewrant;Hohenwestedt;150102;;190656;EWRANT;;
2025-06-09;;TM Recycling;big bag biały;1,068;169,2;0;169,2;180,71;20.06.2025;Ewrant;Hohenwestedt;150102;;190656;EWRANT;;
2025-06-09;;TM Recycling;big bag;1,423;4,23;0;4,23;6,02;20.06.2025;Ewrant;Hohenwestedt;150102;;190656;EWRANT;;
2025-06-09;;TM Recycling;HDPE;0,185;951,75;0;951,75;176,07;20.06.2025;Ewrant;Hohenwestedt;150102;;190656;EWRANT;;
2025-06-09;;TM Recycling;PET biały;8,51;359,55;0;359,55;3 059,77;20.06.2025;Ewrant;Hohenwestedt;150102;;190656;EWRANT;;
2025-06-09;;TM Recycling;PET mix;0,228;909,45;0;909,45;207,35;20.06.2025;Ewrant;Hohenwestedt;150102;;190656;EWRANT;;
2025-06-09;;TM Recycling;paski PP;0,221;528,75;0;528,75;116,85;20.06.2025;Ewrant;Hohenwestedt;150102;;190656;EWRANT;;
2025-06-10;;Recyclog;01.04;22,202;635;1 600,00;562,93;14 098,27;18.06.2025;Ewrant;Eisen;150101;26,12;1135967;EWRANT;;
2025-06-10;;Melosch Recycling;2.06 BELKA;20,6;783;0;783;16 129,80;06.06.2025;Antra;Lilla Edet;30308;;BV25035333;Antra (niszczarnia);;
2025-06-10;;Recyclog;01.04;26,02;698;2 000,00;621,14;18 161,96;18.06.2025;Ewrant;Sandersdorf;150101;;1136032;EWRANT;;
2025-06-11;;Recyclog;01.04;21,38;635;1 600,00;560,16;13 576,30;18.06.2025;Ewrant;Eisen;150101;24,86;1135973;EWRANT;;
2025-06-11;;Recyclog;01.04;27,64;698;2 000,00;625,64;19 292,72;18.06.2025;Ewrant;Sandersdorf;150101;;1136033;EWRANT;;
2025-06-11;;EKO24(EkoRecykling);01.04;23,749;600;712;570,02;14 249,40;14/06/2025(EKO)26/06/2025;Ewrant;Dębno;150101;26,3;BFC;EWRANT;;
2025-06-12;;Recyclog;01.04;26,76;698;2 000,00;623,26;18 678,48;18.06.2025;Ewrant;Sandersdorf;150101;;1136035;EWRANT;;
2025-06-12;;EKO24(EkoRecykling);01.04;25,38;600;712;571,95;15 228,00;14/06/2025(EKO)26/06/2025;Ewrant;Dębno;150101;;BFC;EWRANT;;
2025-06-13;;Recyclog;01.04;24,02;635;1 600,00;568,39;15 252,70;12.06.2025;Antra;Eisen;150101;;1135975;EWRANT;;
2025-06-13;;EKO24(EkoRecykling);1.11;17,66;830;400;807,35;14 657,80;22/06/2025(EKO24)7/06/2025;Antra;Dębno;150101;;EWRANT;EWRANT;;
2025-06-16;;Recyclog;01.04;25,64;698;2 000,00;620;17 896,72;30.06.2025;Ewrant;Sandersdorf;150101;;1136036;EWRANT;;
2025-06-17;;Recyclog;bibuła;21,86;592;0;592;12 941,12;30.06.2025;Ewrant;Lehnice;150101;;180620251;EWRANT;;
2025-06-17;;Recyclog;01.04;;;;;0;;;Eisen;;;1135979;;;
2025-06-17;;Recyclog;01.04;25,82;698;2 000,00;620,54;18 022,36;30.06.2025;Ewrant;Sandersdorf;150101;;1136038;EWRANT;;
2025-06-18;;Recyclog;01.04;;;;;0;;;Eisen;;;1135981;;;
2025-06-18;;Recyclog;01.04;25,54;698;2 000,00;619,69;17 826,92;30.06.2025;Ewrant;Sandersdorf;150101;;1136039;EWRANT;;
2025-06-18;;EKO24(EkoRecykling);01.04;23,54;600;712;569,75;14 124,00;32/06/2025(EKO24)33/06/2025;Ewrant;Schwedt;150101;;BFC;EWRANT;;
2025-06-20;;Recyclog;01.04;25,32;698;2 000,00;619,01;17 673,36;30.06.2025;Ewrant;Sandersdorf;150101;;1136041;EWRANT;;
2025-06-23;;Melosch Recycling;03.05;19,68;1 438,00;0;1 438,00;28 299,84;17.06.2025;Antra;Glückstadt;30308;;BV25037785;EWRANT;;
2025-06-23;;Recyclog;01.04;25,26;698;2 000,00;618,82;17 631,48;40/06/2025;Ewrant;Sandersdorf;150101;;1136042;EWRANT;;
2025-06-23;;TM Recycling;folia 98/02;2,78;1 154,79;0;1 154,79;3 210,32;42/06/2025;Ewrant;Hohenwestedt;150102;;192056;EWRANT;;
2025-06-23;;TM Recycling;folia 50/50;0,9;270,72;0;270,72;243,65;42/06/2025;Ewrant;Hohenwestedt;150102;;192056;EWRANT;;
2025-06-23;;TM Recycling;big bag biały;0,71;4,23;0;4,23;3;42/06/2025;Ewrant;Hohenwestedt;150102;;192056;EWRANT;;
2025-06-23;;TM Recycling;big bag;3,22;4,23;0;4,23;13,62;42/06/2025;Ewrant;Hohenwestedt;150102;;192056;EWRANT;;
2025-06-23;;TM Recycling;PS/PP/tacki;0,5;287,64;0;287,64;143,82;42/06/2025;Ewrant;Hohenwestedt;150102;;192056;EWRANT;;
2025-06-23;;TM Recycling;HDPE kosze/śmietnik;0,27;38;0;38;10,26;42/06/2025;Ewrant;Hohenwestedt;150102;;192056;EWRANT;;
2025-06-23;;TM Recycling;paski PP;1,76;4,23;0;4,23;7,44;42/06/2025;Ewrant;Hohenwestedt;150102;;192056;EWRANT;;
2025-06-23;;TM Recycling;węże?;0,22;4,23;0;4,23;0,93;42/06/2025;Ewrant;Hohenwestedt;150102;;192056;EWRANT;;
2025-06-23;;Recykler(EkoRecykling);01.04;25,7;600;0;600;15 420,00;39/06/2025(Recykler)46/06/2025;Ewrant;Schwedt;150101;;Recykler;EWRANT;;
2025-06-24;;Recykler/Recyclog;01.06;20,42;1 100,00;1 400,00;1 031,44;22 462,00;39/06/2025(Recykler)1/06/2025;Midass/Ewrant;Schwedt;150101;;Recykler;Ewrant;;
2025-06-24;;Recyclog;01.04;25,74;698;2 000,00;620,3;17 966,52;40/06/2025;Ewrant;Sandersdorf;150101;;1136043;EWRANT;;
2025-06-24;;Recykler(EkoRecykling);01.04;24,94;600;0;600;14 964,00;39/06/2025(Recykler)46/06/2025;Ewrant;Schwedt;150101;;Recykler;EWRANT;;
2025-06-25;;Recyclog;01.04;20,32;635;1 600,00;556,26;12 903,20;40/06/2025;Ewrant;Eisen;150101;;1135990;EWRANT;;
2025-06-25;;Recyclog;01.04;25,42;698;2 000,00;619,32;17 743,16;40/06/2025;Ewrant;Sandersdorf;150101;;1136044;EWRANT;;
2025-06-26;;Recykler(Recyclog);1.11;26,56;973;1 400,00;920,29;25 842,88;39/06/2025(Recykler)1/06/2025;Midass/Ewrant;Schwedt;150101;;Recykler;EWRANT;;
2025-06-26;;Recyclog;01.04;20,34;635;1 600,00;556,34;12 915,90;16.06.2025;Antra;Eisen;150101;;1135991;EWRANT;;
2025-06-26;;Recykler(EkoRecykling);01.04;25,96;600;0;600;15 576,00;39/06/2025(Recykler)46/06/2025;Ewrant;Schwedt;150101;;Recykler;EWRANT;;
2025-06-30;;Recyclog;01.04;22,34;635;1 600,00;563,38;14 185,90;48/06/2025;Ewrant;Eisen;150101;;1135995;EWRANT;;
2025-06-30;;Recyclog;01.04;25,36;698;2 000,00;619,14;17 701,28;48/06/2025;Ewrant;Sandersdorf;150101;;1136047;EWRANT;;
2025-06-30;;Melosch Recycling;02.06;21,98;783;0;783;17 210,34;18.06.2025;Antra;Lilla Edet;30308;;BV25035334;EWRANT;;
2025-06-30;;Recyclog;01.04;17,06;635;1 600,00;541,21;10 833,10;48/06/2025;Ewrant;Eisen;150101;;1135992;EWRANT;;
2025-07-01;;Recyclog;01.04;23,16;525;1 250,00;471,03;12 159,00;14.07.2025;Ewrant;Eisen;150101;;1146797;EWRANT;;
2025-07-02;;Recyclog;01.04;27,02;588;2 200,00;506,58;15 887,76;14.07.2025;Ewrant;Sandersdorf;150101;;1146867;EWRANT;;
2025-07-02;;EkoRecykling(Recykler);01.04;24,8;475;0;475;11 780,00;10/07/2025(Recykler) 25/07/2025;Ewrant;Schwedt;150101;;Recykler;EWRANT;;
2025-07-03;;Recyclog(Recykler);01.06;22,26;1 092,00;1 300,00;1 033,60;24 307,92;10/07/2025(Recykler)1/07/2025;Midass;Schwedt;150101;;Ewrant;EWRANT;;
2025-07-03;;EkoRecykling(Recykler);01.04;21,26;475;0;475;10 098,50;10/07/2025(Recykler)  25/07/2025;Ewrant;Schwedt;150101;;Recykler;EWRANT;;
2025-07-03;;Recyclog;01.04;;;;;0;;;Sandersdorf;;;1146868;;;
2025-07-04;;EkoRecykling(Recykler);01.04;24,84;475;0;475;11 799,00;10/07/2025(Recykler)  9/07/2025;Antra;Schwedt;150101;;Recykler;EWRANT;;
2025-07-07;;Recyclog;01.04;23,22;525;1 250,00;471,17;12 190,50;17.07.2025;Ewrant;Eisen;150101;;1146798;EWRANT;;
2025-07-08;2025-07-07;EkoRecykling(Recykler);01.04;23,86;475;0;475;11 333,50;18/07/2025(Recykler)  9/07/2025;Antra;Schwedt;150101;;600252289;EWRANT;;
2025-07-08;;Recyclog;01.04;25,46;525;1 250,00;475,9;13 366,50;17.07.2025;Ewrant;Eisen;150101;;1146800;EWRANT;;
2025-07-09;;EkoRecykling(Recykler);01.04;24,14;475;0;475;11 466,50;18/07/2025(Recykler)  9/07/2025;Antra;Schwedt;150101;;600253121;EWRANT;;
2025-07-10;;Recyclog;01.04;25,66;588;2 200,00;502,26;15 088,08;17.07.2025;Ewrant;Sandersdorf;150101;;1146870;EWRANT;;
2025-07-10;;EkoRecykling(Recykler);01.04;24,44;475;0;475;11 609,00;18/07/2025(Recykler)  9/07/2025;Antra;Schwedt;150101;;Recykler;EWRANT;;
2025-07-10;;Recyclog;01.04;23,34;525;1 250,00;471,44;12 253,50;06.07.2025;Antra;Eisen;150101;;1146805;EWRANT;;
2025-07-15;;Recyclog;01.04;25,5;588;2 200,00;501,73;14 994,00;30.07.2025;Ewrant;Sandersdorf;150101;;1146871;EWRANT;;
2025-07-15;;EkoRecykling(Recykler);01.04;25,98;475;;475;12 340,50;29/07/2025(Recykler) 34/07/2025;Ewrant;Schwedt;150101;;RECYKLER;EWRANT;;
2025-07-15;;Recyclog(Recykler);03.05;23,94;1 350,00;1 300,00;1 295,70;32 319,00;29/07/2025(Recykler) 2/07/2025;Midass;Schwedt;30308;;600254210;EWRANT;;
2025-07-16;;Recyclog;01.04;;;;;0;;;Eisen;;;1146809;;;
2025-07-16;;Recyclog(Recykler);01.04;26,56;557;1 300,00;508,05;14 793,92;29/07/2025(Recykler) 2/07/2025;Midass;Schwedt;150101;;RECYKLER;EWRANT;;
2025-07-16;;EkoRecykling(Recykler);01.04;22,896;475;0;475;10 875,60;29/07/2025(Recykler) 34/07/2025;Ewrant;Schwedt;150101;23,1;RECYKLER;EWRANT;;
2025-07-16;;Melosch;3.18;23,64;1 890,00;220;1 880,69;44 679,60;13.07.2025;Antra;Spremberg;30308;;BV25044519;ANTRA;;
2025-07-17;;Recyclog;01.04;23,654;525;1 250,00;472,15;12 418,35;30.07.2025;Ewrant;Eisen;150101;24,64;1146810;EWRANT;;
2025-07-18;;EkoRecykling;01.04;23,94;500;0;500;11 970,00;34/07/2025;Ewrant;SANDERSDORF;150101;;U35202;EWRANT;;
2025-07-18;;Recyclog(Recykler);1.11;23,44;983;1 300,00;927,54;23 041,52;29/07/2025(Recykler) 2/07/2025;Midass;Schwedt;30308;;600255120;EWRANT;;
2025-07-21;;Melosch;02.06;18,12;740;0;740;13 408,80;14.07.2025;Antra;Lilla Eden;30308;;BV25044461;EWRANT;;
2025-07-21;;Recyclog;01.04;23,02;588;2 200,00;492,43;13 535,76;38/07/2025;Ewrant;Sandersdorf;150101;;1146873;EWRANT;;
2025-07-21;;Recyclog(Recykler);01.04;24,7;557;1 300,00;504,37;13 757,90;36/07/2025(Recykler) 3/07/2025;Midass;Schwedt;150101;24,7;Recykler;EWRANT;;
2025-07-22;;EkoRecykling(Recykler);01.04;24,534;475;0;475;11 653,65;36/07/2025(Recykler) 40/07/2025;Ewrant;Schwedt;150101;25,06;Recykler;EWRANT;;
2025-07-22;;Recyclog;01.04;24,441;525;1 250,00;473,86;12 831,53;38/07/2025;Ewrant;Eisen;150101;24,94;1146812;EWRANT;;
2025-07-23;;EkoRecykling;01.04;22,133;490;400;471,93;10 845,17;15.07.2025;Antra;Sandersdorf;150101;25,7;U37170;EWRANT;;
2025-07-24;;EkoRecykling;01.04;25,48;490;400;474,3;12 485,20;15.07.2025;Antra;Sandersdorf;150101;;U37171;EWRANT;;
2025-07-25;;Recyclog;01.04;23,951;525;1 250,00;472,81;12 574,28;38/07/2025;Ewrant;Eisen;150101;25,48;1146817;EWRANT;;
2025-07-28;;Recyclog;01.04;24,459;588;2 200,00;498,05;14 381,89;60/07/2025;Ewrant;Sandersdorf;150101;26,3;1146875;EWRANT;;
2025-07-29;;Recyclog;01.04;23,92;525;1 250,00;472,74;12 558,00;60/07/2025;Ewrant;Eisen;150101;;1146818;EWRANT;;
2025-07-29;;DEA/Recykler;01.04;24,66;500;1 250,00;449,31;12 330,00;59/07/2025(Recykler) 62/07/2025;Ewrant;Schwedt;150101;;Ewrant;EWRANT;;
2025-07-30;;Recyclog;01.04;23,92;525;1 250,00;472,74;12 558,00;60/07/2025;Ewrant;Eisen;150101;;1146821;EWRANT;;
2025-07-30;;EkoRecykling;01.04;23,9;490;400;473,26;11 711,00;19.07.2025;Antra;Sandersdorf;150101;;U38642;EWRANT;;
2025-07-31;;Recyclog/Recykler;01.04;21,751;557;1 300,00;497,23;12 115,31;59/07/2025(Recykler) 04/07/2025;Midass;Schwedt;150101;22,06;Recykler;EWRANT;;
2025-07-31;;EkoRecykling;01.04;19,78;490;400;469,78;9 692,20;19.07.2025;Antra;Sandersdorf;150101;;U38643;EWRANT;;
2025-08-01;;Recyclog/Recykler;1.11;19,72;983;1 250,00;919,61;19 384,76;08/08/2025 (Recykler) 1/08/2025;Midass;Schwedt;30308;;600255578;EWRANT;;
2025-08-04;;Recyclog;01.04;21,46;483;1 600,00;408,44;10 365,18;10.08.2025;Ewrant;EISEN;150101;;1152746;EWRANT;;
2025-08-05;;EkoRecykling/Recykler;01.04;24,948;430;0;430;10 727,64;08/08/2025 (Recykler) 11/08/2025;Ewrant;Schwedt;150101;25,72;600256833;EWRANT;;
2025-08-05;;Recyclog;01.04;24,883;483;1 600,00;418,7;12 018,49;10.08.2025;Ewrant;EISEN;150101;25,92;1152749;EWRANT;;
2025-08-06;;EkoRecykling;01.04;23,68;445;0;445;10 537,60;18.08.2025;Ewrant;SANDERSDORF;150101;;U41451;EWRANT;;
2025-08-06;;Recyclog/Recykler;01.04;22,94;515;1 250,00;460,51;11 814,10;08/08/2025 (Recykler) 3/08/2025;Midass;Schwedt;150101;;600256397;EWRANT;;
2025-08-06;;Recyclog/Recykler;03.05;23,7;1 449,00;1 250,00;1 396,26;34 341,30;08/08/2025 (Recykler) 3/08/2025;Midass;Schwedt;150101;;600256925;EWRANT;;
2025-08-07;;EkoRecykling;01.04;25,42;445;0;445;11 311,90;04.08.2025;Antra;SANDERSDORF;150101;;U39695;EWRANT;;
2025-08-08;;Recyclog/Recykler;1.11;17,268;983;1 250,00;910,61;16 974,44;08/08/2025 (Recykler) 3/08/2025;Midass;Schwedt;30308;17,46;600257572;EWRANT;;
2025-08-11;;Recyclog;01.04;21,68;483;1 600,00;409,2;10 471,44;05.08.2025;Antra;EISEN;150101;;1152751;ZUO Słubice;;
2025-08-11;;Recyclog/Recykler;01.04;23,4;515;1 250,00;461,58;12 051,00;04.08.2025;Midass;LEIPA;150101;;600257176;EWRANT;;
2025-08-12;;EkoRecykling/Recykler;01.04;23,9;430;0;430;10 277,00;18.08.2025;Ewrant;LEIPA;150101;;BFC;EWRANT;;
2025-08-12;;EkoRecykling;01.04;23,56;445;0;445;10 484,20;18.08.2025;Ewrant;SANDERSDORF;150101;;U41449;EWRANT;;
2025-08-13;;Recyclog;3.18;23,04;1 953,00;2 200,00;1 857,51;44 997,12;02.08.2025;Antra;SPREMBERG;30308;;2025080693;Antra (niszczarnia);;
2025-08-18;;Recyclog;01.04;23,48;483;1 600,00;414,86;11 340,84;24.08.2025;Ewrant;EISEN;150101;;1152761;EWRANT;;
2025-08-19;;Recyclog;01.04;24,42;483;1 600,00;417,48;11 794,86;24.08.2025;Ewrant;EISEN;150101;;1152759;EWRANT;;
2025-08-19;;Recyclog;01.04;24,94;483;1 600,00;418,85;12 046,02;24.08.2025;Ewrant;EISEN;150101;;1152765;EWRANT;;
2025-08-20;;EkoRecykling/Recykler;01.04;25,5;430;0;430;10 965,00;28/08/2025(Recykler) 29/08/2025;Ewrant;LEIPA;150101;;600258415;EWRANT;;
2025-08-20;;Recyclog/Recykler;01.04;25,1;515;1 250,00;465,2;12 926,50;28/08/2025(Recykler) 5/08/2025;Midass;LEIPA;150101;;600258248;EWRANT;;
2025-08-21;;EkoRecykling/Recykler;01.04;24,8;430;0;430;10 664,00;28/08/2025(Recykler) 29/08/2025;Ewrant;LEIPA;150101;;600258417;EWRANT;;
2025-08-22;;Recyclog/Recykler;01.04;20,06;515;1 250,00;452,69;10 330,90;28/08/2025(Recykler) 5/08/2025;Midass;LEIPA;150101;;600258250;EWRANT;;
2025-08-22;;TM Recycling;LDPE;8,27;294;893;186,02;2 431,38;32/08/2025;Ewrant;Hohenwestedt;150102;;199277;EWRANT;;
2025-08-25;;Recyclog;01.04;24,4;483;1 600,00;417,43;11 785,20;49/08/2025;Ewrant;Eisen;150101;;1152772;EWRANT;;
2025-08-25;;Recyclog;01.04;;;;;0;;;EISEN;150101;;1152775;EWRANT;;
2025-08-26;;Recyclog;01.04;24,76;483;1 600,00;418,38;11 959,08;49/08/2025;Ewrant;EISEN;150101;;1152778;EWRANT;;
2025-08-26;;Recyclog/Recykler;01.04;25,96;515;1 250,00;466,85;13 369,40;51/08/2025 Recykler 6/08/2025;Midass;LEIPA;150101;;600259217;EWRANT;;
2025-08-26;;Recyclog/Recykler;01.04;24,68;515;1 250,00;464,35;12 710,20;51/08/2025 Recykler 6/08/2025;Midass;LEIPA;150101;;600259216;EWRANT;;
2025-08-26;;Melosch;2.06 BELKA;24,16;777;0;777;18 772,32;06.08.2025;Antra;Lilla Edet;30308;24,2;BV25050176;Antra (niszczarnia);;
2025-08-26;;Recyclog;01.04;23,021;378;0;378;8 701,94;09.08.2025;Antra;EISEN;150101;23,98;8491338526;EWRANT;;
2025-08-27;;Recyclog;01.04;22,38;483;1 600,00;411,51;10 809,54;49/08/2025;Ewrant;EISEN;150101;;1152767;EWRANT;;
2025-08-27;;EkoRecykling/Recykler;1.11;18,48;850;0;850;15 708,00;51/08/2025 Recykler 10/08/2025;Antra;LEIPA;150101;;600259439;EWRANT;;
